2024-07-19 09:08:37,797 INFO 99 URLs loaded from urls.csv
2024-07-19 09:08:41,962 INFO Waiting for OTP to be received...
2024-07-19 09:09:16,716 INFO Total URLs to process: 99
2024-07-19 09:09:26,732 INFO 09:09 Morrisons Aberdeen submitted (Orders 70, Units 1732, Fulfilled 1723, UPH 82, INF 1.3 %, Found 98.7 %, Cancelled 2, Lates 0 %, Time available: 27:28)
2024-07-19 09:10:24,691 INFO 09:10 Morrisons Middlesbrough submitted (Orders 146, Units 3773, Fulfilled 3754, UPH 90, INF 1.4 %, Found 98.6 %, Cancelled 4, Lates 2.0 %, Time available: 51:40)
2024-07-19 09:10:29,757 INFO 09:10 Eccles Morrisons submitted (Orders 248, Units 5981, Fulfilled 5900, UPH 83, INF 2.6 %, Found 97.4 %, Cancelled 4, Lates 3.5 %, Time available: 81:53)
2024-07-19 09:10:34,540 INFO 09:10 Morrisons Nelson submitted (Orders 33, Units 880, Fulfilled 877, UPH 78, INF 1.1 %, Found 98.9 %, Cancelled 1, Lates 0 %, Time available: 18:37)
2024-07-19 09:10:34,827 INFO 09:10 Morrison Preston - Riversway submitted (Orders 103, Units 2772, Fulfilled 2699, UPH 77, INF 3.9 %, Found 96.1 %, Cancelled 3, Lates 3.6 %, Time available: 42:38)
2024-07-19 09:10:37,293 INFO 09:10 Reddish Morrisons submitted (Orders 259, Units 6405, Fulfilled 6309, UPH 73, INF 2.6 %, Found 97.4 %, Cancelled 8, Lates 4.3 %, Time available: 100:01)
2024-07-19 09:10:42,381 INFO 09:10 Morrisons Stoke submitted (Orders 283, Units 7631, Fulfilled 7574, UPH 86, INF 1.8 %, Found 98.2 %, Cancelled 5, Lates 1.9 %, Time available: 102:03)
2024-07-19 09:10:44,773 INFO 09:10 Morrisons Winsford submitted (Orders 85, Units 2211, Fulfilled 2196, UPH 96, INF 1.7 %, Found 98.3 %, Cancelled 7, Lates 1.1 %, Time available: 25:44)
2024-07-19 09:10:50,415 INFO 09:10 Morrisons Connahs Quay submitted (Orders 164, Units 4489, Fulfilled 4425, UPH 69, INF 3.0 %, Found 97.0 %, Cancelled 2, Lates 2.3 %, Time available: 75:20)
2024-07-19 09:10:50,980 INFO 09:10 Morrisons Rhyl submitted (Orders 21, Units 574, Fulfilled 574, UPH 107, INF 0.3 %, Found 99.7 %, Cancelled 2, Lates 0 %, Time available: 09:23)
2024-07-19 09:10:57,252 INFO 09:10 Belle Vale Morrisons submitted (Orders 259, Units 6748, Fulfilled 6611, UPH 77, INF 3.6 %, Found 96.4 %, Cancelled 5, Lates 1.0 %, Time available: 102:06)
2024-07-19 09:10:58,150 INFO 09:10 St Helens Morrisons submitted (Orders 360, Units 9064, Fulfilled 8980, UPH 78, INF 1.8 %, Found 98.2 %, Cancelled 12, Lates 0.3 %, Time available: 139:14)
2024-07-19 09:10:59,228 INFO 09:10 Morrisons Thornton Cleveleys submitted (Orders 106, Units 2754, Fulfilled 2714, UPH 57, INF 3.2 %, Found 96.8 %, Cancelled 3, Lates 0 %, Time available: 58:03)
2024-07-19 09:11:05,870 INFO 09:11 Morrisons Wrexham submitted (Orders 37, Units 1041, Fulfilled 1030, UPH 79, INF 2.0 %, Found 98.0 %, Cancelled 0, Lates 5.1 %, Time available: 18:13)
2024-07-19 09:11:06,594 INFO 09:11 Morrisons Wellington submitted (Orders 56, Units 1493, Fulfilled 1484, UPH 87, INF 1.4 %, Found 98.6 %, Cancelled 2, Lates 0 %, Time available: 21:54)
2024-07-19 09:11:13,505 INFO 09:11 Morrisons Halifax submitted (Orders 256, Units 6827, Fulfilled 6682, UPH 72, INF 3.9 %, Found 96.1 %, Cancelled 9, Lates 4.1 %, Time available: 113:11)
2024-07-19 09:11:14,035 INFO 09:11 Hunslet Morrisons submitted (Orders 396, Units 9850, Fulfilled 9581, UPH 83, INF 3.4 %, Found 96.6 %, Cancelled 15, Lates 27.2 %, Time available: 138:04)
2024-07-19 09:11:14,350 INFO 09:11 Thornbury Morrisons submitted (Orders 122, Units 3342, Fulfilled 3288, UPH 79, INF 2.5 %, Found 97.5 %, Cancelled 3, Lates 0 %, Time available: 56:26)
2024-07-19 09:11:21,012 INFO 09:11 Morrisons Staveley submitted (Orders 200, Units 5685, Fulfilled 5621, UPH 80, INF 1.9 %, Found 98.1 %, Cancelled 9, Lates 2.3 %, Time available: 94:32)
2024-07-19 09:11:22,053 INFO 09:11 Catcliffe Morrisons submitted (Orders 382, Units 9765, Fulfilled 9616, UPH 84, INF 2.8 %, Found 97.2 %, Cancelled 6, Lates 3.8 %, Time available: 184:07)
2024-07-19 09:11:28,295 INFO 09:11 Morrisons York submitted (Orders 73, Units 1905, Fulfilled 1889, UPH 90, INF 2.1 %, Found 97.9 %, Cancelled 1, Lates 0 %, Time available: 27:14)
2024-07-19 09:11:29,073 INFO 09:11 Morrisons Analby submitted (Orders 125, Units 3436, Fulfilled 3402, UPH 99, INF 1.9 %, Found 98.1 %, Cancelled 3, Lates 7.3 %, Time available: 36:54)
2024-07-19 09:11:29,825 INFO 09:11 Morrisons Cleethorpes submitted (Orders 42, Units 1073, Fulfilled 1060, UPH 104, INF 1.5 %, Found 98.5 %, Cancelled 4, Lates 15.0 %, Time available: 14:22)
2024-07-19 09:11:35,105 INFO 09:11 Morrisons Lincoln submitted (Orders 59, Units 1648, Fulfilled 1639, UPH 88, INF 0.8 %, Found 99.2 %, Cancelled 1, Lates 0 %, Time available: 28:00)
2024-07-19 09:11:36,486 INFO 09:11 Morrisons Newark submitted (Orders 45, Units 1252, Fulfilled 1243, UPH 85, INF 1.3 %, Found 98.7 %, Cancelled 0, Lates 0 %, Time available: 19:38)
2024-07-19 09:11:46,352 INFO 09:11 Morrisons Binley submitted (Orders 271, Units 7601, Fulfilled 7518, UPH 76, INF 1.6 %, Found 98.4 %, Cancelled 12, Lates 1.8 %, Time available: 113:34)
2024-07-19 09:11:46,688 INFO 09:11 Morrisons Bromsgrove submitted (Orders 209, Units 6032, Fulfilled 5981, UPH 83, INF 1.9 %, Found 98.1 %, Cancelled 6, Lates 1.5 %, Time available: 96:13)
2024-07-19 09:11:46,840 INFO 09:11 Morrisons Bulwell submitted (Orders 287, Units 7870, Fulfilled 7842, UPH 93, INF 0.8 %, Found 99.2 %, Cancelled 5, Lates 2.2 %, Time available: 112:17)
2024-07-19 09:11:48,699 INFO 09:11 Morrisons Coalville submitted (Orders 72, Units 2019, Fulfilled 1990, UPH 103, INF 2.1 %, Found 97.9 %, Cancelled 2, Lates 0 %, Time available: 34:03)
2024-07-19 09:11:53,573 INFO 09:11 Morrisons Derby submitted (Orders 220, Units 6049, Fulfilled 6000, UPH 85, INF 1.6 %, Found 98.4 %, Cancelled 7, Lates 16.5 %, Time available: 88:35)
2024-07-19 09:12:01,948 INFO 09:12 Morrisons Leicester submitted (Orders 184, Units 4537, Fulfilled 4487, UPH 69, INF 1.7 %, Found 98.3 %, Cancelled 5, Lates 0.7 %, Time available: 81:10)
2024-07-19 09:12:02,862 INFO 09:12 Sheldon Morrisons submitted (Orders 258, Units 6665, Fulfilled 6572, UPH 90, INF 1.8 %, Found 98.2 %, Cancelled 6, Lates 0 %, Time available: 98:54)
2024-07-19 09:12:04,552 INFO 09:12 Morrisons Baglan Moor submitted (Orders 282, Units 8202, Fulfilled 8085, UPH 85, INF 3.0 %, Found 97.0 %, Cancelled 9, Lates 2.8 %, Time available: 109:43)
2024-07-19 09:12:06,997 INFO 09:12 Walsall Morrisons submitted (Orders 407, Units 10634, Fulfilled 10487, UPH 79, INF 2.3 %, Found 97.7 %, Cancelled 22, Lates 7.7 %, Time available: 162:03)
2024-07-19 09:12:07,316 INFO 09:12 Morrisons Bristol submitted (Orders 205, Units 5301, Fulfilled 5250, UPH 78, INF 1.6 %, Found 98.4 %, Cancelled 10, Lates 0 %, Time available: 93:15)
2024-07-19 09:12:17,209 INFO 09:12 Morrisons Cardiff Tygals submitted (Orders 258, Units 6860, Fulfilled 6751, UPH 78, INF 3.1 %, Found 96.9 %, Cancelled 8, Lates 1.8 %, Time available: 108:20)
2024-07-19 09:12:19,461 INFO 09:12 Morrisons Chippenham submitted (Orders 49, Units 1354, Fulfilled 1343, UPH 94, INF 1.6 %, Found 98.4 %, Cancelled 0, Lates 0 %, Time available: 17:59)
2024-07-19 09:12:20,061 INFO 09:12 Morrisons Ebbw Vale submitted (Orders 24, Units 606, Fulfilled 592, UPH 80, INF 2.6 %, Found 97.4 %, Cancelled 3, Lates 0 %, Time available: 09:16)
2024-07-19 09:12:20,741 INFO 09:12 Morrisons Newport submitted (Orders 36, Units 1020, Fulfilled 1010, UPH 77, INF 2.5 %, Found 97.5 %, Cancelled 0, Lates 0 %, Time available: 20:08)
2024-07-19 09:12:21,445 INFO 09:12 Morrisons Gloucester submitted (Orders 119, Units 2981, Fulfilled 2927, UPH 65, INF 3.8 %, Found 96.2 %, Cancelled 3, Lates 0 %, Time available: 61:57)
2024-07-19 09:12:33,674 INFO 09:12 Morrisons Basingstoke submitted (Orders 68, Units 2026, Fulfilled 2011, UPH 75, INF 1.9 %, Found 98.1 %, Cancelled 1, Lates 4.7 %, Time available: 33:48)
2024-07-19 09:12:35,153 INFO 09:12 Morrisons Banbury submitted (Orders 56, Units 1461, Fulfilled 1441, UPH 71, INF 2.6 %, Found 97.4 %, Cancelled 2, Lates 0 %, Time available: 38:04)
2024-07-19 09:12:36,019 INFO 09:12 Morrisons Bedford submitted (Orders 95, Units 2446, Fulfilled 2428, UPH 87, INF 1.4 %, Found 98.6 %, Cancelled 3, Lates 3.1 %, Time available: 35:45)
2024-07-19 09:12:37,448 INFO 09:12 Morrisons Cambourne submitted (Orders 119, Units 3240, Fulfilled 3177, UPH 80, INF 4.1 %, Found 95.9 %, Cancelled 5, Lates 2.6 %, Time available: 45:30)
2024-07-19 09:12:38,032 INFO 09:12 Morrisons Corby submitted (Orders 43, Units 1133, Fulfilled 1128, UPH 80, INF 1.3 %, Found 98.7 %, Cancelled 2, Lates 0 %, Time available: 16:00)
2024-07-19 09:12:47,690 INFO 09:12 Morrisons High Wycombe submitted (Orders 77, Units 1944, Fulfilled 1933, UPH 73, INF 1.7 %, Found 98.3 %, Cancelled 2, Lates 0 %, Time available: 35:54)
2024-07-19 09:12:51,529 INFO 09:12 Morrisons Northampton submitted (Orders 195, Units 5635, Fulfilled 5589, UPH 75, INF 1.4 %, Found 98.6 %, Cancelled 8, Lates 0 %, Time available: 93:38)
2024-07-19 09:12:52,257 INFO 09:12 Morrisons Milton Keynes submitted (Orders 244, Units 6433, Fulfilled 6327, UPH 69, INF 3.0 %, Found 97.0 %, Cancelled 4, Lates 11.3 %, Time available: 118:38)
2024-07-19 09:12:52,393 INFO 09:12 Morrisons Peterborough submitted (Orders 119, Units 2694, Fulfilled 2653, UPH 84, INF 3.2 %, Found 96.8 %, Cancelled 2, Lates 0 %, Time available: 40:07)
2024-07-19 09:12:53,474 INFO 09:12 Morrisons Reading submitted (Orders 107, Units 3135, Fulfilled 3096, UPH 64, INF 2.2 %, Found 97.8 %, Cancelled 3, Lates 0 %, Time available: 65:05)
2024-07-19 09:13:00,313 INFO 09:13 Morrisons Swindon submitted (Orders 96, Units 2598, Fulfilled 2569, UPH 98, INF 2.2 %, Found 97.8 %, Cancelled 7, Lates 11.3 %, Time available: 29:17)
2024-07-19 09:13:04,569 INFO 09:13 Watford Morrisons submitted (Orders 156, Units 4024, Fulfilled 3847, UPH 71, INF 5.9 %, Found 94.1 %, Cancelled 1, Lates 0 %, Time available: 72:58)
2024-07-19 09:13:07,542 INFO 09:13 Morrisons Welwyn submitted (Orders 271, Units 6827, Fulfilled 6704, UPH 86, INF 3.1 %, Found 96.9 %, Cancelled 4, Lates 0 %, Time available: 96:20)
2024-07-19 09:13:07,744 INFO 09:13 Weybridge Morrisons submitted (Orders 181, Units 4451, Fulfilled 4355, UPH 75, INF 2.5 %, Found 97.5 %, Cancelled 3, Lates 1.1 %, Time available: 77:00)
2024-07-19 09:13:08,267 INFO 09:13 Woking Morrisons submitted (Orders 281, Units 7924, Fulfilled 7813, UPH 78, INF 2.1 %, Found 97.9 %, Cancelled 9, Lates 0.3 %, Time available: 126:01)
2024-07-19 09:13:14,376 INFO 09:13 Morrisons Canvey Island submitted (Orders 181, Units 5291, Fulfilled 5215, UPH 93, INF 2.4 %, Found 97.6 %, Cancelled 9, Lates 0 %, Time available: 71:03)
2024-07-19 09:13:17,237 INFO 09:13 Morrisons Gorleston submitted (Orders 10, Units 246, Fulfilled 246, UPH 83, INF 0 %, Found 100 %, Cancelled 0, Lates 0 %, Time available: 04:02)
2024-07-19 09:13:22,026 INFO 09:13 Morrisons Norwich submitted (Orders 91, Units 2635, Fulfilled 2584, UPH 85, INF 2.7 %, Found 97.3 %, Cancelled 3, Lates 0 %, Time available: 34:06)
2024-07-19 09:13:22,473 INFO 09:13 Morrisons Wisbech submitted (Orders 42, Units 985, Fulfilled 983, UPH 106, INF 1.3 %, Found 98.7 %, Cancelled 4, Lates 7.0 %, Time available: 10:47)
2024-07-19 09:13:22,506 INFO 09:13 Morrisons Ipswich submitted (Orders 77, Units 2174, Fulfilled 2153, UPH 81, INF 1.5 %, Found 98.5 %, Cancelled 5, Lates 0 %, Time available: 44:36)
2024-07-19 09:13:28,714 INFO 09:13 Morrisons Witham submitted (Orders 64, Units 1725, Fulfilled 1702, UPH 79, INF 2.4 %, Found 97.6 %, Cancelled 5, Lates 7.7 %, Time available: 28:07)
2024-07-19 09:13:30,285 INFO 09:13 Acton Morrisons submitted (Orders 302, Units 7256, Fulfilled 7104, UPH 85, INF 2.6 %, Found 97.4 %, Cancelled 8, Lates 5.0 %, Time available: 128:00)
2024-07-19 09:13:36,688 INFO 09:13 Morrisons Canning Town submitted (Orders 144, Units 3322, Fulfilled 3210, UPH 85, INF 4.5 %, Found 95.5 %, Cancelled 5, Lates 0 %, Time available: 56:50)
2024-07-19 09:13:37,302 INFO 09:13 Morrisons Becontree Heath submitted (Orders 115, Units 3025, Fulfilled 2975, UPH 96, INF 3.0 %, Found 97.0 %, Cancelled 2, Lates 3.1 %, Time available: 42:05)
2024-07-19 09:13:38,005 INFO 09:13 Morrisons Chingford submitted (Orders 289, Units 6762, Fulfilled 6645, UPH 78, INF 2.7 %, Found 97.3 %, Cancelled 4, Lates 5.0 %, Time available: 108:15)
2024-07-19 09:13:43,829 INFO 09:13 Croydon Morrisons submitted (Orders 335, Units 8742, Fulfilled 8502, UPH 72, INF 4.7 %, Found 95.3 %, Cancelled 9, Lates 0.3 %, Time available: 149:04)
2024-07-19 09:13:44,970 INFO 09:13 Morrisons Harrow - Trident Point submitted (Orders 123, Units 3197, Fulfilled 3165, UPH 92, INF 1.4 %, Found 98.6 %, Cancelled 5, Lates 0 %, Time available: 45:49)
2024-07-19 09:13:51,307 INFO 09:13 Queensbury Morrisons submitted (Orders 195, Units 4674, Fulfilled 4433, UPH 69, INF 6.2 %, Found 93.8 %, Cancelled 2, Lates 0 %, Time available: 104:43)
2024-07-19 09:13:51,900 INFO 09:13 Peckham Morrisons submitted (Orders 189, Units 5136, Fulfilled 5045, UPH 82, INF 2.9 %, Found 97.1 %, Cancelled 7, Lates 0 %, Time available: 87:43)
2024-07-19 09:13:53,644 INFO 09:13 Stratford Morrisons submitted (Orders 230, Units 5528, Fulfilled 5420, UPH 68, INF 2.8 %, Found 97.2 %, Cancelled 8, Lates 0.7 %, Time available: 105:50)
2024-07-19 09:13:58,546 INFO 09:13 Morrisons Canterbury submitted (Orders 66, Units 1697, Fulfilled 1680, UPH 80, INF 2.1 %, Found 97.9 %, Cancelled 1, Lates 0 %, Time available: 26:57)
2024-07-19 09:13:59,121 INFO 09:13 Morrisons Welling submitted (Orders 192, Units 5215, Fulfilled 5170, UPH 93, INF 1.8 %, Found 98.2 %, Cancelled 4, Lates 1.3 %, Time available: 68:06)
2024-07-19 09:14:06,568 INFO 09:14 Morrisons Eastbourne submitted (Orders 58, Units 1766, Fulfilled 1755, UPH 88, INF 1.0 %, Found 99.0 %, Cancelled 3, Lates 7.6 %, Time available: 25:17)
2024-07-19 09:14:07,429 INFO 09:14 Morrisons Gravesend submitted (Orders 236, Units 6372, Fulfilled 6225, UPH 74, INF 4.1 %, Found 95.9 %, Cancelled 10, Lates 0.6 %, Time available: 108:51)
2024-07-19 09:14:08,991 INFO 09:14 Morrisons Maidstone submitted (Orders 46, Units 1091, Fulfilled 1086, UPH 75, INF 0.9 %, Found 99.1 %, Cancelled 2, Lates 0 %, Time available: 17:09)
2024-07-19 09:14:13,741 INFO 09:14 Morrisons Oxted submitted (Orders 63, Units 1465, Fulfilled 1435, UPH 78, INF 2.7 %, Found 97.3 %, Cancelled 7, Lates 0 %, Time available: 22:58)
2024-07-19 09:14:14,465 INFO 09:14 Portsmouth Morrisons submitted (Orders 418, Units 11120, Fulfilled 11001, UPH 80, INF 2.2 %, Found 97.8 %, Cancelled 11, Lates 5.9 %, Time available: 165:22)
2024-07-19 09:14:20,585 INFO 09:14 Morrisons Worthing submitted (Orders 145, Units 3941, Fulfilled 3850, UPH 85, INF 3.7 %, Found 96.3 %, Cancelled 5, Lates 5.4 %, Time available: 55:28)
2024-07-19 09:14:22,431 INFO 09:14 Morrisons Exeter submitted (Orders 43, Units 1128, Fulfilled 1104, UPH 72, INF 3.5 %, Found 96.5 %, Cancelled 0, Lates 8.6 %, Time available: 20:48)
2024-07-19 09:14:24,267 INFO 09:14 Morrisons Plymouth submitted (Orders 136, Units 3489, Fulfilled 3435, UPH 81, INF 3.7 %, Found 96.3 %, Cancelled 3, Lates 4.4 %, Time available: 51:37)
2024-07-19 09:14:27,700 INFO 09:14 Morrisons Redruth submitted (Orders 17, Units 434, Fulfilled 428, UPH 85, INF 2.8 %, Found 97.2 %, Cancelled 0, Lates 0 %, Time available: 08:14)
2024-07-19 09:14:27,870 INFO 09:14 Morrisons Taunton submitted (Orders 23, Units 499, Fulfilled 490, UPH 100, INF 2.0 %, Found 98.0 %, Cancelled 3, Lates 0 %, Time available: 09:16)
2024-07-19 09:14:34,319 INFO 09:14 Morrisons Totnes submitted (Orders 42, Units 1028, Fulfilled 1002, UPH 101, INF 5.3 %, Found 94.7 %, Cancelled 6, Lates 0 %, Time available: 12:03)
2024-07-19 09:14:35,278 INFO 09:14 Morrisons Totton submitted (Orders 75, Units 1748, Fulfilled 1716, UPH 89, INF 2.8 %, Found 97.2 %, Cancelled 2, Lates 0 %, Time available: 25:22)
2024-07-19 09:14:39,174 INFO 09:14 Morrisons Warminster submitted (Orders 23, Units 584, Fulfilled 582, UPH 87, INF 0.5 %, Found 99.5 %, Cancelled 5, Lates 0 %, Time available: 11:43)
2024-07-19 09:14:40,926 INFO 09:14 Morrisons Verwood submitted (Orders 28, Units 530, Fulfilled 529, UPH 72, INF 0.6 %, Found 99.4 %, Cancelled 1, Lates 0 %, Time available: 15:28)
2024-07-19 09:14:41,054 INFO 09:14 Morrisons Weston Super Mare submitted (Orders 60, Units 1697, Fulfilled 1691, UPH 83, INF 0.9 %, Found 99.1 %, Cancelled 3, Lates 0 %, Time available: 33:58)
